,성별,연령,키,몸무게,학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
18047,1.0,15.0,174.0,93.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,120.0,0.0
18048,2.0,15.0,170.5,45.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,60.0
18049,2.0,15.0,168.0,59.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0
18050,2.0,15.0,160.5,63.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,120.0,240.0
18051,2.0,15.0,169.0,47.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,180.0,300.0
18052,2.0,15.0,160.9,38.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
18053,1.0,14.0,173.7,58.0,1.0,3.0,2.0,6.0,4.0,4.0,1.0,1.0,120.0,300.0
18054,2.0,14.0,157.9,45.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,100.0,120.0
18055,2.0,14.0,160.0,48.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,120.0,120.0
18056,2.0,15.0,155.0,45.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,80.0,120.0
18057,2.0,14.0,155.8,47.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,60.0,120.0
18058,1.0,14.0,167.0,50.0,5.0,3.0,3.0,8.0,3.0,2.0,1.0,2.0,600.0,600.0
18059,2.0,15.0,156.0,49.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,360.0,480.0
18060,1.0,15.0,168.0,49.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,0.0,0.0
18061,1.0,14.0,186.0,86.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,300.0,600.0
18062,2.0,14.0,160.0,45.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,180.0,300.0
18063,1.0,15.0,160.0,38.0,4.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,120.0,300.0
18064,1.0,15.0,175.1,57.0,2.0,2.0,2.0,8.0,3.0,3.0,1.0,1.0,40.0,180.0
18065,1.0,14.0,166.6,63.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,20.0,20.0
18066,1.0,14.0,169.0,49.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,240.0
18067,2.0,14.0,160.2,43.6,4.0,3.0,2.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0
18068,1.0,13.0,162.1,51.0,1.0,4.0,1.0,6.0,3.0,3.0,2.0,1.0,120.0,300.0
18069,1.0,12.0,152.0,40.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,120.0,180.0
18070,2.0,13.0,155.9,67.0,3.0,3.0,3.0,1.0,3.0,5.0,2.0,1.0,120.0,240.0
18071,2.0,13.0,158.0,45.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,300.0,600.0
18072,2.0,13.0,161.0,53.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,360.0,600.0
18073,1.0,12.0,165.5,54.0,3.0,2.0,1.0,8.0,3.0,3.0,1.0,1.0,80.0,240.0
18074,1.0,13.0,175.1,64.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0
18075,1.0,12.0,154.0,34.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
18076,1.0,12.0,166.0,52.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,60.0,60.0
18077,2.0,13.0,162.9,52.9,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,60.0,60.0
18078,2.0,12.0,154.8,46.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,240.0,360.0
18079,1.0,13.0,151.0,45.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,240.0,540.0
18080,1.0,13.0,165.0,70.0,4.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0
18081,1.0,12.0,150.0,48.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,60.0
18082,2.0,12.0,157.0,35.1,5.0,5.0,4.0,4.0,1.0,5.0,1.0,1.0,90.0,90.0
18083,1.0,12.0,154.8,63.2,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,60.0,70.0
18084,2.0,12.0,158.0,44.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,480.0,420.0
18085,2.0,13.0,161.0,65.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,420.0,540.0
18086,2.0,12.0,158.0,38.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,210.0,280.0
18087,2.0,13.0,153.0,55.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,240.0,420.0
18088,2.0,12.0,165.0,58.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,120.0,240.0
18089,1.0,13.0,163.0,49.0,4.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,360.0,420.0
18090,1.0,13.0,168.0,75.0,3.0,2.0,1.0,8.0,1.0,5.0,2.0,1.0,70.0,600.0
18091,2.0,13.0,162.0,65.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,250.0,310.0
18092,1.0,13.0,156.7,40.0,4.0,4.0,2.0,7.0,3.0,2.0,1.0,1.0,120.0,240.0
18093,1.0,13.0,165.0,65.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,60.0,60.0
18094,1.0,13.0,167.6,56.0,4.0,4.0,4.0,8.0,1.0,4.0,2.0,2.0,240.0,300.0
18095,1.0,13.0,176.0,75.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
18096,1.0,13.0,161.0,49.7,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,120.0,120.0
18097,1.0,14.0,159.0,52.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,60.0,90.0
18098,1.0,13.0,173.3,68.9,2.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,120.0,180.0
18099,1.0,14.0,168.0,52.0,3.0,3.0,2.0,8.0,3.0,3.0,1.0,1.0,60.0,180.0
18100,1.0,13.0,167.0,75.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,60.0,0.0
18101,2.0,13.0,162.0,49.0,5.0,3.0,1.0,8.0,3.0,3.0,1.0,1.0,150.0,490.0
18102,2.0,13.0,163.0,59.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,250.0,360.0
18103,2.0,13.0,155.0,55.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,60.0,120.0
18104,2.0,14.0,165.0,50.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,60.0,180.0
18105,2.0,14.0,160.7,58.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,70.0
18106,2.0,14.0,158.7,55.7,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,130.0,180.0
18107,2.0,14.0,163.7,63.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,60.0,120.0
18108,2.0,13.0,155.0,50.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0
18109,2.0,14.0,154.2,51.2,3.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,150.0,240.0
18110,2.0,14.0,157.9,67.5,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,390.0,480.0
18111,1.0,13.0,157.0,46.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,70.0,200.0
18112,1.0,14.0,164.0,47.0,1.0,2.0,1.0,8.0,4.0,2.0,1.0,1.0,120.0,120.0
18113,1.0,14.0,160.8,50.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,120.0,480.0
18114,1.0,15.0,174.0,41.3,4.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,240.0,600.0
18115,1.0,14.0,162.0,66.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
18116,2.0,14.0,169.0,56.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,360.0,480.0
18117,2.0,15.0,156.0,40.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,120.0,330.0
18118,1.0,14.0,165.5,66.0,5.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,180.0,240.0
18119,1.0,14.0,172.0,65.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,180.0,300.0
18120,1.0,14.0,170.0,48.0,3.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,300.0,600.0
18121,1.0,15.0,165.0,48.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,120.0,120.0
18122,2.0,14.0,155.0,58.5,4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0
18123,2.0,14.0,152.3,46.7,2.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,60.0,300.0
18124,2.0,14.0,161.0,60.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,600.0,600.0
18125,2.0,14.0,165.0,50.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,60.0,240.0
18126,2.0,14.0,164.3,48.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,0.0,300.0
18127,2.0,14.0,162.0,62.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,120.0,240.0
18128,2.0,14.0,156.0,53.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0
18129,2.0,14.0,162.0,70.0,5.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,60.0,320.0
18130,1.0,14.0,163.0,49.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0
18131,1.0,14.0,160.0,51.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,180.0,320.0
18132,2.0,14.0,162.5,45.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,120.0
18133,2.0,13.0,161.0,43.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,130.0,0.0
18134,1.0,12.0,155.0,50.0,3.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,0.0,60.0
18135,2.0,12.0,165.0,50.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
18136,1.0,13.0,154.0,54.0,2.0,3.0,2.0,8.0,2.0,3.0,1.0,1.0,600.0,600.0
18137,2.0,13.0,157.0,42.5,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,90.0,180.0
18138,2.0,13.0,160.0,68.2,5.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,70.0,80.0
18139,2.0,12.0,153.0,37.8,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
18140,2.0,13.0,156.7,45.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,40.0,30.0
18141,1.0,13.0,169.0,57.0,2.0,3.0,2.0,6.0,4.0,2.0,1.0,1.0,30.0,0.0
18142,2.0,12.0,167.0,55.0,4.0,2.0,2.0,5.0,1.0,4.0,2.0,1.0,60.0,300.0
18143,2.0,12.0,168.0,61.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,30.0,30.0
18144,2.0,12.0,164.0,63.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
18145,2.0,13.0,162.7,51.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,150.0,480.0
18146,1.0,13.0,155.5,54.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,120.0,180.0
18147,2.0,12.0,159.4,54.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,210.0,400.0
18148,2.0,12.0,151.0,40.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,120.0,120.0
18149,2.0,13.0,154.8,43.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,120.0,180.0
18150,1.0,12.0,165.7,54.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,90.0,220.0
18151,1.0,12.0,174.0,70.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,60.0,120.0
18152,1.0,13.0,165.2,73.5,3.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,30.0,60.0
18153,1.0,12.0,159.7,44.6,2.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,240.0,270.0
18154,1.0,12.0,164.7,58.6,2.0,3.0,2.0,8.0,3.0,3.0,1.0,1.0,120.0,300.0
18155,1.0,13.0,166.5,60.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,80.0,230.0
18156,2.0,14.0,158.0,61.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
18157,2.0,13.0,154.6,53.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,240.0,360.0
18158,2.0,14.0,160.0,52.0,3.0,3.0,3.0,8.0,3.0,3.0,1.0,1.0,50.0,50.0
18159,1.0,14.0,172.0,51.0,4.0,2.0,2.0,7.0,3.0,4.0,2.0,2.0,0.0,60.0
18160,1.0,13.0,160.0,43.5,1.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,30.0,120.0
18161,2.0,13.0,158.9,38.6,3.0,4.0,2.0,5.0,3.0,4.0,1.0,1.0,120.0,300.0
18162,2.0,14.0,153.0,41.0,5.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,300.0,600.0
18163,2.0,13.0,163.0,48.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,120.0,120.0
18164,2.0,13.0,163.0,53.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,30.0,30.0
18165,2.0,13.0,163.0,70.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,120.0,540.0
18166,2.0,13.0,159.0,45.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0
18167,1.0,14.0,175.0,58.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,60.0,240.0
18168,1.0,13.0,167.0,54.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,60.0,60.0
18169,2.0,14.0,158.0,60.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,420.0,600.0
18170,1.0,13.0,166.0,49.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,60.0,210.0
18171,1.0,13.0,169.0,54.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,60.0,120.0
18172,2.0,14.0,155.0,60.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,60.0,0.0
18173,1.0,14.0,166.0,61.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,90.0,600.0
18174,1.0,13.0,150.0,45.0,4.0,3.0,2.0,6.0,2.0,4.0,1.0,1.0,0.0,60.0
18175,1.0,14.0,185.0,70.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,0.0,120.0
18176,1.0,13.0,165.5,45.0,3.0,3.0,3.0,8.0,1.0,5.0,2.0,1.0,0.0,10.0
18177,2.0,14.0,163.7,49.0,1.0,2.0,2.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0
18178,2.0,14.0,148.0,43.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,60.0,120.0
18179,1.0,13.0,169.0,51.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,120.0,120.0
18180,2.0,14.0,162.5,60.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,10.0,30.0
18181,2.0,15.0,168.0,70.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,150.0,240.0
18182,2.0,15.0,162.0,72.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,30.0,20.0
18183,2.0,14.0,163.0,54.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0
18184,1.0,15.0,163.0,38.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
18185,2.0,15.0,166.4,53.0,2.0,2.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0
18186,2.0,14.0,155.0,45.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,240.0,600.0
18187,2.0,15.0,160.0,53.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,110.0,120.0
18188,2.0,15.0,163.0,54.0,4.0,3.0,2.0,5.0,4.0,2.0,1.0,1.0,30.0,0.0
18189,1.0,15.0,174.4,65.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,120.0,360.0
18190,1.0,14.0,169.0,56.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,120.0,60.0
18191,1.0,14.0,175.0,74.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,60.0,120.0
18192,1.0,15.0,168.0,71.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,60.0
18193,1.0,14.0,174.0,62.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,60.0,180.0
18194,1.0,15.0,183.0,85.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,600.0
18195,2.0,14.0,164.5,59.3,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,50.0,120.0
18196,2.0,15.0,164.5,44.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0
18197,2.0,14.0,157.0,52.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,30.0,0.0
18198,1.0,15.0,180.0,99.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,240.0,600.0
18199,2.0,14.0,159.7,48.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,180.0,480.0
18200,1.0,12.0,167.0,55.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,600.0,600.0
18201,1.0,12.0,150.2,55.7,4.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
18202,1.0,13.0,154.0,44.0,4.0,3.0,1.0,6.0,4.0,4.0,1.0,1.0,260.0,360.0
18203,1.0,12.0,153.9,54.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,40.0,180.0
18204,1.0,12.0,160.3,58.5,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0
18205,1.0,12.0,170.0,48.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,130.0,200.0
18206,1.0,13.0,171.4,51.6,2.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,0.0,180.0
18207,1.0,12.0,173.0,72.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0
18208,1.0,13.0,162.0,52.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,60.0,60.0
18209,1.0,13.0,161.4,65.0,2.0,2.0,2.0,8.0,4.0,1.0,2.0,1.0,60.0,60.0
18210,1.0,13.0,163.8,51.3,1.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,60.0,300.0
18211,1.0,13.0,160.2,40.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,60.0,0.0
18212,1.0,13.0,153.0,44.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,30.0,60.0
18213,1.0,12.0,153.2,42.6,1.0,1.0,2.0,8.0,3.0,3.0,1.0,1.0,90.0,130.0
18214,1.0,13.0,166.3,53.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,180.0,360.0
18215,1.0,12.0,160.0,74.5,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,60.0,240.0
18216,1.0,13.0,161.3,70.3,2.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,90.0,120.0
18217,1.0,13.0,159.3,46.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,20.0,60.0
18218,1.0,12.0,175.1,53.5,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,60.0
18219,1.0,13.0,171.4,55.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,180.0,300.0
18220,1.0,12.0,158.0,63.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,90.0,120.0
18221,1.0,13.0,164.0,77.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,90.0,120.0
18222,1.0,12.0,168.8,47.1,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,60.0,60.0
18223,1.0,13.0,163.4,58.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,120.0,270.0
18224,1.0,14.0,174.0,59.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,60.0,180.0
18225,1.0,13.0,163.0,46.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,120.0,120.0
18226,1.0,14.0,170.2,78.0,2.0,3.0,1.0,6.0,3.0,3.0,2.0,1.0,60.0,0.0
18227,1.0,13.0,174.2,83.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,120.0,300.0
18228,1.0,14.0,147.7,34.5,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,120.0,120.0
18229,1.0,14.0,169.5,82.4,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,90.0,180.0
18230,1.0,13.0,177.0,84.0,5.0,3.0,3.0,8.0,2.0,4.0,1.0,1.0,240.0,240.0
18231,1.0,13.0,178.0,62.0,2.0,3.0,2.0,6.0,4.0,3.0,1.0,1.0,120.0,300.0
18232,1.0,13.0,159.1,59.8,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,60.0,240.0
18233,1.0,14.0,166.0,70.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,180.0,180.0
18234,1.0,13.0,155.1,42.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0
18235,1.0,14.0,175.2,51.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,60.0,240.0
18236,1.0,14.0,158.6,61.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,120.0,180.0
18237,1.0,14.0,153.0,73.0,4.0,1.0,1.0,8.0,4.0,1.0,2.0,1.0,0.0,120.0
18238,1.0,14.0,166.0,54.0,4.0,2.0,1.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0
18239,1.0,13.0,160.8,54.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,90.0,120.0
18240,1.0,13.0,172.0,63.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,300.0,360.0
18241,1.0,13.0,170.5,68.5,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,180.0,360.0
18242,1.0,13.0,165.0,49.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,60.0,300.0
18243,1.0,13.0,165.7,53.0,5.0,2.0,1.0,8.0,3.0,4.0,2.0,2.0,120.0,240.0
18244,1.0,14.0,164.0,46.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,60.0,180.0
18245,1.0,13.0,145.7,34.0,5.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0,60.0,180.0
18246,1.0,14.0,169.0,48.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,60.0,180.0
18247,1.0,14.0,168.5,48.7,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,120.0,120.0
18248,1.0,13.0,164.5,54.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,70.0,300.0
18249,1.0,13.0,159.7,50.3,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
18250,1.0,14.0,169.6,71.3,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
18251,1.0,13.0,170.0,60.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,60.0,120.0
18252,1.0,14.0,171.0,55.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,1.0,60.0,120.0
18253,1.0,15.0,172.8,56.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,120.0,180.0
18254,1.0,15.0,180.0,64.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,120.0,240.0
18255,1.0,15.0,173.6,60.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,120.0,120.0
18256,1.0,14.0,167.0,60.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0
18257,1.0,14.0,172.0,76.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,130.0,120.0
18258,1.0,15.0,173.2,60.5,1.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,60.0,60.0
18259,1.0,14.0,170.0,47.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0
18260,1.0,15.0,175.1,63.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,40.0,60.0
18261,1.0,14.0,173.0,62.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,120.0,120.0
18262,1.0,15.0,164.5,49.2,3.0,3.0,2.0,8.0,3.0,2.0,1.0,1.0,60.0,90.0
18263,1.0,15.0,167.0,72.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,120.0,300.0
18264,1.0,15.0,173.0,83.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0
18265,1.0,15.0,175.7,72.8,2.0,3.0,2.0,8.0,4.0,5.0,1.0,2.0,60.0,60.0
18266,1.0,14.0,169.0,50.0,5.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,180.0,600.0
18267,1.0,14.0,173.6,48.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0
18268,1.0,15.0,174.0,88.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,60.0,60.0
18269,1.0,15.0,171.5,67.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,30.0,120.0
18270,1.0,14.0,173.8,55.5,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,240.0,240.0
18271,1.0,14.0,168.0,51.9,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,120.0,240.0
18272,1.0,15.0,168.0,55.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,180.0
18273,2.0,13.0,157.9,57.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,30.0,60.0
18274,2.0,13.0,160.5,56.1,3.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,120.0,270.0
18275,2.0,13.0,158.7,57.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,190.0,450.0
18276,2.0,12.0,155.3,52.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,240.0,600.0
18277,2.0,12.0,156.7,47.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,60.0,210.0
18278,2.0,12.0,160.2,62.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,40.0,130.0
18279,2.0,12.0,163.9,50.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
18280,2.0,12.0,152.8,59.9,4.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,90.0,230.0
18281,2.0,13.0,152.0,49.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,10.0,10.0
