,성별,연령,키,몸무게,학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
239,1.0,15.0,177.5,74.0,4.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,60.0,180.0
240,2.0,14.0,158.5,45.5,2.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,60.0,120.0
241,1.0,14.0,177.6,72.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,30.0,0.0
242,2.0,15.0,158.0,57.0,4.0,1.0,2.0,8.0,3.0,3.0,1.0,1.0,150.0,150.0
243,2.0,14.0,169.0,55.0,4.0,2.0,4.0,8.0,1.0,4.0,2.0,1.0,0.0,0.0
244,2.0,14.0,165.0,65.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,60.0,220.0
245,2.0,14.0,153.0,48.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,420.0,480.0
246,1.0,15.0,172.0,57.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,30.0,30.0
247,1.0,15.0,170.0,80.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,60.0,120.0
248,1.0,14.0,175.0,63.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,1.0,120.0,240.0
249,1.0,15.0,174.8,77.4,2.0,2.0,2.0,8.0,2.0,4.0,2.0,1.0,60.0,120.0
250,1.0,14.0,174.0,52.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,600.0,420.0
251,1.0,15.0,175.0,63.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0
252,1.0,14.0,178.0,67.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,60.0,90.0
253,1.0,15.0,163.0,65.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,180.0,300.0
254,1.0,14.0,170.0,64.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,60.0,60.0
255,1.0,14.0,172.5,55.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,180.0,360.0
256,1.0,15.0,166.0,52.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,120.0,60.0
257,2.0,15.0,154.0,50.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,40.0,60.0
258,2.0,14.0,166.0,45.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,10.0,10.0
259,2.0,14.0,159.6,46.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,120.0,240.0
260,2.0,14.0,163.0,43.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,300.0,300.0
261,2.0,15.0,158.3,47.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,120.0,180.0
262,1.0,15.0,172.0,80.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,30.0,60.0
263,1.0,14.0,165.2,47.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,300.0,480.0
264,1.0,12.0,164.3,68.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,300.0,420.0
265,1.0,12.0,168.4,62.9,1.0,2.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0
266,1.0,12.0,167.1,51.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
267,1.0,13.0,163.0,60.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,60.0,240.0
268,1.0,12.0,150.0,45.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,60.0,60.0
269,1.0,12.0,164.0,61.2,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,90.0
270,1.0,13.0,170.1,52.5,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
271,1.0,13.0,171.0,67.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,120.0,120.0
272,1.0,12.0,161.6,52.5,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,90.0
273,1.0,13.0,169.0,51.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,180.0,0.0
274,1.0,13.0,170.0,76.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,60.0,120.0
275,1.0,13.0,180.0,56.0,2.0,2.0,2.0,8.0,2.0,4.0,1.0,1.0,0.0,0.0
276,1.0,13.0,172.0,75.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,30.0
277,1.0,12.0,167.5,48.0,4.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,0.0,40.0
278,1.0,12.0,161.0,52.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,60.0,120.0
279,1.0,12.0,164.2,48.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0
280,1.0,12.0,167.0,70.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0
281,1.0,12.0,170.0,66.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,30.0,90.0
282,1.0,13.0,164.9,45.3,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0
283,1.0,12.0,155.0,45.0,2.0,1.0,2.0,8.0,3.0,3.0,1.0,1.0,60.0,120.0
284,1.0,13.0,150.0,49.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,60.0
285,1.0,13.0,168.6,60.0,3.0,2.0,2.0,6.0,5.0,2.0,2.0,1.0,110.0,150.0
286,1.0,12.0,163.0,63.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,300.0
287,1.0,12.0,162.4,45.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,20.0,120.0
288,1.0,13.0,157.9,53.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,10.0,40.0
289,1.0,12.0,164.0,64.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,30.0
290,1.0,13.0,154.0,38.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,180.0
291,1.0,13.0,158.0,48.5,1.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,130.0,70.0
292,1.0,12.0,169.0,56.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,180.0,360.0
293,1.0,13.0,156.0,52.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,60.0
294,1.0,13.0,168.0,64.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,20.0,30.0
295,1.0,14.0,160.0,45.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
296,1.0,14.0,170.1,48.7,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,120.0,120.0
297,1.0,13.0,161.0,48.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,120.0,120.0
298,1.0,13.0,165.9,61.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,180.0,300.0
299,1.0,14.0,176.0,72.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,60.0,60.0
300,1.0,13.0,168.0,70.0,3.0,2.0,1.0,8.0,2.0,5.0,1.0,1.0,80.0,120.0
301,1.0,14.0,180.0,50.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0
302,1.0,13.0,172.4,84.0,4.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0,120.0,120.0
303,1.0,13.0,167.0,60.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,60.0,30.0
304,1.0,13.0,169.0,70.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,60.0,140.0
305,1.0,14.0,177.0,63.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
306,1.0,13.0,165.0,72.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,120.0,180.0
307,1.0,14.0,170.0,89.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,240.0,540.0
308,1.0,13.0,171.0,49.5,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,180.0,300.0
309,1.0,14.0,165.0,52.0,1.0,1.0,1.0,6.0,4.0,4.0,1.0,1.0,60.0,180.0
310,1.0,13.0,168.0,78.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,120.0,120.0
311,1.0,14.0,165.0,48.0,1.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,40.0,80.0
312,1.0,13.0,165.0,56.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0
313,1.0,14.0,175.0,68.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
314,1.0,13.0,169.0,70.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,20.0,60.0
315,1.0,13.0,177.0,72.0,5.0,3.0,2.0,8.0,3.0,3.0,1.0,1.0,60.0,180.0
316,1.0,14.0,173.0,70.0,4.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,60.0,40.0
317,1.0,13.0,175.0,84.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,120.0,120.0
318,1.0,14.0,177.0,79.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,60.0,60.0
319,1.0,14.0,173.5,69.5,2.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,120.0,120.0
320,1.0,14.0,168.0,53.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,140.0,180.0
321,1.0,13.0,170.1,58.5,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,180.0,180.0
322,1.0,14.0,177.0,65.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,60.0
323,1.0,15.0,179.7,67.9,4.0,2.0,1.0,8.0,4.0,2.0,1.0,1.0,0.0,210.0
324,1.0,14.0,166.0,54.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,300.0,0.0
325,1.0,14.0,166.7,73.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,30.0
326,1.0,15.0,180.0,82.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
327,1.0,15.0,173.0,75.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,20.0,20.0
328,1.0,14.0,177.7,64.3,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,180.0,120.0
329,1.0,15.0,170.0,67.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0
330,1.0,14.0,183.0,66.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,2.0,120.0,120.0
331,1.0,15.0,175.0,64.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,30.0,30.0
332,1.0,14.0,172.0,63.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,120.0,120.0
333,1.0,14.0,173.0,51.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,60.0
334,1.0,14.0,170.0,52.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,60.0,60.0
335,1.0,15.0,176.0,63.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,120.0
336,1.0,15.0,166.0,80.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0
337,1.0,14.0,174.0,67.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,30.0,60.0
338,1.0,15.0,176.0,75.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
339,1.0,14.0,178.0,82.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0
340,1.0,14.0,180.0,90.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
341,1.0,14.0,178.0,93.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,60.0,60.0
342,1.0,14.0,178.0,82.0,2.0,3.0,1.0,8.0,5.0,5.0,2.0,2.0,0.0,0.0
343,1.0,14.0,174.0,75.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0
344,2.0,12.0,154.6,35.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,60.0,150.0
345,1.0,12.0,162.6,49.7,2.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,70.0,130.0
346,2.0,12.0,162.7,47.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,420.0
347,2.0,12.0,158.8,48.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,150.0,180.0
348,1.0,12.0,162.0,49.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,60.0
349,2.0,13.0,161.2,45.9,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,30.0,180.0
350,2.0,13.0,159.5,39.8,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,20.0,20.0
351,2.0,12.0,152.8,47.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,230.0,300.0
352,1.0,13.0,166.0,73.0,2.0,3.0,2.0,8.0,3.0,1.0,2.0,1.0,120.0,120.0
353,2.0,12.0,158.8,42.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,120.0,180.0
354,2.0,12.0,154.0,39.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,180.0,180.0
355,2.0,12.0,157.0,44.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,30.0,180.0
356,2.0,12.0,165.3,55.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,1.0,60.0,90.0
357,1.0,12.0,165.0,60.0,1.0,4.0,2.0,7.0,2.0,4.0,1.0,1.0,30.0,120.0
358,1.0,13.0,154.0,35.0,3.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,60.0,0.0
359,1.0,13.0,156.0,40.0,2.0,2.0,1.0,7.0,4.0,3.0,1.0,1.0,120.0,180.0
360,2.0,13.0,157.0,39.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,180.0,300.0
361,1.0,12.0,162.9,79.0,4.0,4.0,4.0,6.0,2.0,4.0,1.0,1.0,70.0,250.0
362,2.0,13.0,157.7,44.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,120.0,240.0
363,1.0,12.0,167.0,51.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,180.0,300.0
364,1.0,13.0,166.0,54.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,80.0
365,2.0,13.0,161.1,68.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,540.0,600.0
366,2.0,12.0,159.0,43.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0
367,2.0,13.0,157.9,47.6,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,60.0,120.0
368,2.0,13.0,162.0,52.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0
369,2.0,13.0,160.0,65.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,120.0
370,1.0,13.0,175.0,67.0,3.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,60.0,0.0
371,2.0,13.0,154.7,47.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,180.0,600.0
372,1.0,14.0,168.0,48.0,3.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,180.0,300.0
373,1.0,14.0,162.3,64.0,4.0,4.0,3.0,6.0,2.0,3.0,1.0,1.0,60.0,180.0
374,1.0,14.0,175.3,57.0,3.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,180.0,300.0
375,1.0,13.0,166.0,74.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,180.0,300.0
376,2.0,13.0,168.0,68.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
377,1.0,14.0,161.8,42.0,2.0,2.0,1.0,8.0,3.0,1.0,2.0,1.0,180.0,240.0
378,2.0,14.0,161.7,62.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,180.0,180.0
379,1.0,13.0,167.0,50.3,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,300.0,480.0
380,1.0,13.0,172.0,90.0,5.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,60.0,60.0
381,1.0,13.0,178.0,57.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,20.0,30.0
382,2.0,14.0,153.0,45.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,210.0,280.0
383,2.0,13.0,165.0,45.0,3.0,3.0,4.0,1.0,2.0,5.0,2.0,1.0,60.0,0.0
384,1.0,13.0,174.0,83.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,600.0,600.0
385,2.0,14.0,152.2,49.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,120.0,40.0
386,2.0,13.0,162.2,52.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,100.0
387,2.0,13.0,161.2,54.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,300.0,300.0
388,1.0,13.0,160.0,50.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,120.0,240.0
389,2.0,14.0,155.0,54.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,120.0,480.0
390,2.0,13.0,154.2,53.0,1.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,90.0,120.0
391,2.0,15.0,160.0,49.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,120.0,240.0
392,2.0,14.0,161.0,47.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,180.0,240.0
393,1.0,15.0,168.9,72.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,80.0,370.0
394,2.0,15.0,160.7,50.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,240.0,300.0
395,2.0,15.0,163.1,49.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,60.0,120.0
396,1.0,14.0,162.0,80.0,2.0,3.0,2.0,8.0,3.0,2.0,1.0,1.0,60.0,0.0
397,1.0,14.0,177.2,82.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,300.0
398,1.0,15.0,173.0,58.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,180.0,360.0
399,2.0,15.0,162.0,49.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,180.0,300.0
400,2.0,15.0,168.0,59.0,5.0,5.0,2.0,7.0,2.0,5.0,2.0,1.0,180.0,300.0
401,2.0,15.0,159.6,43.5,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,180.0,360.0
402,1.0,15.0,178.0,53.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,60.0,0.0
403,1.0,14.0,167.7,83.9,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,60.0,300.0
404,2.0,14.0,154.0,50.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,20.0
405,2.0,15.0,153.0,39.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,300.0,420.0
406,2.0,14.0,153.6,61.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,300.0,300.0
407,2.0,14.0,162.8,48.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,60.0,240.0
408,2.0,14.0,165.0,65.0,4.0,3.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0
409,2.0,15.0,157.3,58.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,70.0,30.0
410,1.0,15.0,168.0,47.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,600.0,600.0
411,2.0,14.0,163.0,58.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,240.0,600.0
412,2.0,14.0,161.6,48.4,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,120.0,60.0
413,1.0,14.0,160.0,60.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,180.0,300.0
414,1.0,15.0,174.0,56.0,4.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0
415,1.0,15.0,176.0,58.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,180.0,240.0
416,1.0,15.0,161.0,57.0,3.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,420.0,600.0
417,1.0,15.0,180.0,68.5,5.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0
418,1.0,12.0,153.0,51.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0
419,1.0,13.0,166.0,65.7,3.0,4.0,2.0,5.0,2.0,3.0,1.0,1.0,150.0,240.0
420,1.0,12.0,165.0,51.4,2.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0
421,1.0,13.0,163.0,67.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,60.0,480.0
422,1.0,13.0,157.8,49.7,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,60.0,180.0
423,1.0,12.0,148.0,41.7,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,60.0,120.0
424,1.0,13.0,163.0,65.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,300.0
425,1.0,12.0,166.7,75.0,3.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,180.0,180.0
426,1.0,12.0,170.0,54.0,2.0,2.0,1.0,7.0,5.0,2.0,1.0,1.0,60.0,120.0
427,2.0,12.0,153.0,41.8,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,60.0
428,2.0,13.0,153.0,54.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,180.0,240.0
429,2.0,12.0,158.2,56.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,120.0,180.0
430,2.0,12.0,162.5,58.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,240.0,360.0
431,2.0,13.0,161.0,45.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,180.0,240.0
432,1.0,12.0,145.0,36.1,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,60.0,30.0
433,2.0,13.0,170.5,60.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,160.0,200.0
434,2.0,13.0,165.0,55.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,90.0,180.0
435,2.0,13.0,159.7,56.2,2.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,240.0,360.0
436,2.0,13.0,157.8,52.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,120.0,300.0
437,1.0,12.0,152.0,49.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,80.0,120.0
438,2.0,12.0,158.0,46.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,120.0,180.0
439,2.0,13.0,165.4,45.2,3.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,180.0,180.0
440,1.0,12.0,148.0,45.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
441,2.0,12.0,157.0,57.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,30.0,120.0
442,2.0,13.0,153.0,43.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,180.0,120.0
443,2.0,13.0,160.0,54.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,60.0,180.0
444,1.0,13.0,175.0,63.0,3.0,2.0,1.0,8.0,5.0,2.0,1.0,1.0,0.0,0.0
445,1.0,14.0,170.0,58.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,60.0,120.0
446,1.0,13.0,160.0,48.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,240.0
447,1.0,13.0,171.0,57.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,60.0,120.0
448,1.0,14.0,165.0,48.6,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,120.0,120.0
449,2.0,13.0,150.0,45.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,30.0,60.0
450,2.0,14.0,156.8,50.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0
451,2.0,14.0,158.8,48.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
452,2.0,14.0,150.0,56.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,270.0,270.0
453,2.0,14.0,168.0,49.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
454,1.0,14.0,174.0,65.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,120.0,120.0
455,1.0,14.0,166.0,51.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,240.0,300.0
456,1.0,13.0,167.0,70.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,480.0,480.0
457,2.0,14.0,165.0,56.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,220.0,270.0
458,2.0,13.0,159.6,54.5,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,70.0,210.0
459,2.0,13.0,158.0,45.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,150.0,180.0
460,2.0,14.0,172.0,60.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,60.0,0.0
461,2.0,13.0,167.0,45.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,60.0,90.0
462,2.0,13.0,159.5,47.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,60.0,120.0
463,2.0,14.0,152.6,45.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,60.0,180.0
464,2.0,13.0,166.0,55.4,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,120.0,240.0
465,1.0,13.0,168.1,66.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,230.0,300.0
466,1.0,13.0,178.1,83.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,180.0,240.0
467,1.0,13.0,165.0,63.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,600.0,600.0
468,2.0,15.0,160.0,58.0,3.0,1.0,4.0,6.0,2.0,4.0,1.0,1.0,220.0,500.0
469,2.0,14.0,165.0,64.2,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,120.0,180.0
470,1.0,14.0,176.0,55.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0
471,2.0,14.0,154.0,42.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,240.0,480.0
472,2.0,14.0,165.0,43.5,2.0,2.0,2.0,8.0,4.0,1.0,1.0,1.0,90.0,120.0
473,1.0,14.0,166.0,45.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,30.0,120.0
474,1.0,14.0,170.0,61.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,60.0,60.0
475,1.0,14.0,162.0,55.0,1.0,2.0,2.0,6.0,3.0,4.0,2.0,1.0,60.0,120.0
476,1.0,15.0,166.0,38.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,120.0,190.0
477,1.0,15.0,173.5,70.0,1.0,3.0,1.0,6.0,3.0,5.0,1.0,1.0,600.0,600.0
